NAME,B25077_001E,B19013_001E,B01003_001E,state,county
"Taylor County, Kentucky",156800,63211,26056,21,217
"Todd County, Kentucky",126600,57891,12281,21,219
"Trigg County, Kentucky",173900,55864,14154,21,221
"Trimble County, Kentucky",152600,66492,8510,21,223
"Union County, Kentucky",109100,58260,13495,21,225
"Warren County, Kentucky",227300,63074,135307,21,227
"Washington County, Kentucky",158700,65456,12025,21,229
"Wayne County, Kentucky",112800,41583,19666,21,231
"Webster County, Kentucky",86700,55451,12951,21,233
"Whitley County, Kentucky",114300,44332,36648,21,235
"Wolfe County, Kentucky",62200,28666,6573,21,237
"Woodford County, Kentucky",259100,78295,26886,21,239
"Acadia Parish, Louisiana",145100,44977,57674,22,001
"Allen Parish, Louisiana",113400,52755,22798,22,003
"Ascension Parish, Louisiana",255600,93800,126973,22,005
"Assumption Parish, Louisiana",130600,47023,21067,22,007
"Avoyelles Parish, Louisiana",123600,38696,39529,22,009
"Beauregard Parish, Louisiana",150200,68525,36553,22,011
"Bienville Parish, Louisiana",85800,34268,12958,22,013
"Bossier Parish, Louisiana",206600,64598,128877,22,015
"Caddo Parish, Louisiana",166700,47572,236259,22,017
"Calcasieu Parish, Louisiana",196900,64370,210770,22,019
"Caldwell Parish, Louisiana",103500,45707,9658,22,021
"Cameron Parish, Louisiana",177600,69847,5447,22,023
"Catahoula Parish, Louisiana",91300,48259,8895,22,025
"Claiborne Parish, Louisiana",79100,32034,14203,22,027
"Concordia Parish, Louisiana",94600,38929,18677,22,029
"De Soto Parish, Louisiana",144100,49807,26821,22,031
"East Baton Rouge Parish, Louisiana",232800,62083,454369,22,033
"East Carroll Parish, Louisiana",72600,30856,7371,22,035
"East Feliciana Parish, Louisiana",204800,64709,19452,22,037
"Evangeline Parish, Louisiana",101000,34526,32335,22,039
"Franklin Parish, Louisiana",99200,41129,19752,22,041
"Grant Parish, Louisiana",128100,57362,22185,22,043
"Iberia Parish, Louisiana",152400,55190,69958,22,045
"Iberville Parish, Louisiana",161400,59410,30210,22,047
"Jackson Parish, Louisiana",105700,40406,15093,22,049
"Jefferson Parish, Louisiana",231700,63257,436171,22,051
"Jefferson Davis Parish, Louisiana",149800,52470,32277,22,053
"Lafayette Parish, Louisiana",222400,66617,243175,22,055
"Lafourche Parish, Louisiana",177200,61381,97220,22,057
"LaSalle Parish, Louisiana",120500,59926,14764,22,059
"Lincoln Parish, Louisiana",184300,37001,48323,22,061
"Livingston Parish, Louisiana",210100,77978,143425,22,063
"Madison Parish, Louisiana",88200,34508,10028,22,065
"Morehouse Parish, Louisiana",104300,37875,25438,22,067
"Natchitoches Parish, Louisiana",155700,41310,37478,22,069
"Orleans Parish, Louisiana",281500,51116,380408,22,071
"Ouachita Parish, Louisiana",172800,49261,159585,22,073
"Plaquemines Parish, Louisiana",253300,77996,23305,22,075
"Pointe Coupee Parish, Louisiana",172500,53045,20652,22,077
"Rapides Parish, Louisiana",171400,55407,129536,22,079
"Red River Parish, Louisiana",99100,43821,7631,22,081
"Richland Parish, Louisiana",121800,48125,20028,22,083
"Sabine Parish, Louisiana",112300,40777,22209,22,085
"St. Bernard Parish, Louisiana",184000,55857,44038,22,087
"St. Charles Parish, Louisiana",248600,79191,52191,22,089
"St. Helena Parish, Louisiana",104700,46402,10872,22,091
"St. James Parish, Louisiana",185200,62946,20090,22,093
"St. John the Baptist Parish, Louisiana",173200,65114,41986,22,095
"St. Landry Parish, Louisiana",148400,44478,82574,22,097
"St. Martin Parish, Louisiana",139900,50806,51856,22,099
"St. Mary Parish, Louisiana",128000,47322,49114,22,101
"St. Tammany Parish, Louisiana",262400,76914,266168,22,103
"Tangipahoa Parish, Louisiana",193300,55274,133953,22,105
"Tensas Parish, Louisiana",78300,35653,4127,22,107
"Terrebonne Parish, Louisiana",174400,63088,108862,22,109
"Union Parish, Louisiana",117300,47068,21049,22,111
"Vermilion Parish, Louisiana",154000,56194,57202,22,113
"Vernon Parish, Louisiana",141900,56547,48452,22,115
"Washington Parish, Louisiana",133200,41803,45514,22,117
"Webster Parish, Louisiana",100100,34263,36761,22,119
"West Baton Rouge Parish, Louisiana",223900,80510,27377,22,121
"West Carroll Parish, Louisiana",100600,45035,9800,22,123
"West Feliciana Parish, Louisiana",239700,71985,15358,22,125
"Winn Parish, Louisiana",98100,44922,13665,22,127
"Androscoggin County, Maine",211800,64500,111532,23,001
"Aroostook County, Maine",125400,50843,67237,23,003
"Cumberland County, Maine",372900,87710,303357,23,005
"Franklin County, Maine",170600,56890,29839,23,007
"Hancock County, Maine",250900,64149,55851,23,009
"Kennebec County, Maine",198300,62118,124003,23,011
"Knox County, Maine",260800,68904,40729,23,013
"Lincoln County, Maine",276400,69638,35466,23,015
"Oxford County, Maine",176800,54780,58276,23,017
"Penobscot County, Maine",176700,59438,152640,23,019
"Piscataquis County, Maine",137800,51805,16936,23,021
"Sagadahoc County, Maine",268600,77591,36868,23,023
"Somerset County, Maine",150500,53527,50656,23,025
"Waldo County, Maine",210600,62694,39772,23,027
"Washington County, Maine",135400,51669,31096,23,029
"York County, Maine",323500,79743,212691,23,031
"Allegany County, Maryland",143300,55248,68161,24,001
"Anne Arundel County, Maryland",432000,116009,588109,24,003
"Baltimore County, Maryland",310800,88157,850737,24,005
"Calvert County, Maryland",418900,128078,93244,24,009
"Caroline County, Maryland",258800,65326,33320,24,011
"Carroll County, Maryland",390200,111672,173225,24,013
"Cecil County, Maryland",292500,86869,103876,24,015
"Charles County, Maryland",382800,116882,167035,24,017
"Dorchester County, Maryland",226000,57490,32557,24,019
"Frederick County, Maryland",412500,115724,273829,24,021
"Garrett County, Maryland",220100,64447,28856,24,023
"Harford County, Maryland",351100,106417,261059,24,025
"Howard County, Maryland",551300,140971,332011,24,027
"Kent County, Maryland",291900,71635,19289,24,029
"Montgomery County, Maryland",588900,125583,1056910,24,031
"Prince George's County, Maryland",380500,97935,957189,24,033
"Queen Anne's County, Maryland",421900,108332,50316,24,035
"St. Mary's County, Maryland",376900,113668,113814,24,037
"Somerset County, Maryland",157200,52149,24672,24,039
"Talbot County, Maryland",382000,81667,37663,24,041
"Washington County, Maryland",262400,73017,154645,24,043
"Wicomico County, Maryland",226900,69421,103815,24,045
"Worcester County, Maryland",310300,76689,52827,24,047
"Baltimore city, Maryland",202900,58349,584548,24,510
"Barnstable County, Massachusetts",519100,90447,229436,25,001
"Berkshire County, Massachusetts",266400,69744,128763,25,003
"Bristol County, Massachusetts",385000,80628,576699,25,005
"Dukes County, Massachusetts",998100,93225,20543,25,007
"Essex County, Massachusetts",535300,94378,806103,25,009
"Franklin County, Massachusetts",284100,70383,70980,25,011
"Hampden County, Massachusetts",258100,66619,464575,25,013
"Hampshire County, Massachusetts",344200,84025,153931,25,015
"Middlesex County, Massachusetts",654300,121304,1623109,25,017
"Nantucket County, Massachusetts",1265600,135590,14065,25,019
"Norfolk County, Massachusetts",612100,120621,722112,25,021
"Plymouth County, Massachusetts",475500,105387,529548,25,023
"Suffolk County, Massachusetts",650900,87669,785443,25,025
"Worcester County, Massachusetts",363200,88524,858898,25,027
"Alcona County, Michigan",148200,50295,10238,26,001
"Alger County, Michigan",156500,55528,8866,26,003
"Allegan County, Michigan",225000,75543,120189,26,005
"Alpena County, Michigan",128000,49133,28911,26,007
"Antrim County, Michigan",199800,68850,23662,26,009
"Arenac County, Michigan",118200,53487,15031,26,011
"Baraga County, Michigan",121700,51911,8245,26,013
"Barry County, Michigan",223600,75182,62581,26,015
"Bay County, Michigan",125000,57887,103752,26,017
"Benzie County, Michigan",243600,71327,18058,26,019
"Berrien County, Michigan",193600,60379,153938,26,021
"Branch County, Michigan",140200,60600,44795,26,023
"Calhoun County, Michigan",138700,58191,134011,26,025
"Cass County, Michigan",181100,65183,51604,26,027
"Charlevoix County, Michigan",220000,69764,26174,26,029
"Cheboygan County, Michigan",167400,59557,25709,26,031
"Chippewa County, Michigan",142000,58408,36670,26,033
"Clare County, Michigan",112400,47816,30998,26,035
"Clinton County, Michigan",226000,82594,79249,26,037
"Crawford County, Michigan",135400,57998,13197,26,039
"Delta County, Michigan",139200,53852,36839,26,041
"Dickinson County, Michigan",122600,59651,25937,26,043
"Eaton County, Michigan",194500,77158,109072,26,045
"Emmet County, Michigan",246300,69690,34072,26,047
"Genesee County, Michigan",158400,58594,405280,26,049
"Gladwin County, Michigan",140600,53717,25461,26,051
"Gogebic County, Michigan",87800,47913,14597,26,053
"Grand Traverse County, Michigan",273300,75553,95315,26,055
"Gratiot County, Michigan",126500,57934,41534,26,057
"Hillsdale County, Michigan",159000,59425,45698,26,059
"Houghton County, Michigan",129200,52736,37414,26,061
"Huron County, Michigan",129500,54475,31461,26,063
"Ingham County, Michigan",173600,62548,282540,26,065
"Ionia County, Michigan",169600,71720,66663,26,067
"Iosco County, Michigan",118400,46224,25319,26,069
"Iron County, Michigan",95800,52241,11585,26,071
"Isabella County, Michigan",159500,52638,64938,26,073
"Jackson County, Michigan",166700,62581,160637,26,075
"Kalamazoo County, Michigan",209700,67905,261426,26,077
"Kalkaska County, Michigan",152800,56380,17934,26,079
"Kent County, Michigan",242200,76247,657321,26,081
"Keweenaw County, Michigan",155900,55560,2088,26,083
"Lake County, Michigan",117100,45946,12285,26,085
"Lapeer County, Michigan",219300,75402,88687,26,087
"Leelanau County, Michigan",371200,82345,22426,26,089
"Lenawee County, Michigan",168100,65484,99263,26,091
"Livingston County, Michigan",311800,96135,194302,26,093
"Luce County, Michigan",104600,51015,5442,26,095
"Mackinac County, Michigan",157000,60620,10843,26,097
"Macomb County, Michigan",216200,73876,878453,26,099
"Manistee County, Michigan",157800,59467,25058,26,101
"Marquette County, Michigan",184300,63115,66376,26,103
"Mason County, Michigan",181200,60744,29178,26,105
"Mecosta County, Michigan",153000,54132,40128,26,107
"Menominee County, Michigan",132200,54074,23433,26,109
"Midland County, Michigan",171600,73643,83503,26,111
"Missaukee County, Michigan",153300,57667,15089,26,113
"Monroe County, Michigan",202200,72573,154823,26,115
"Montcalm County, Michigan",154900,61250,66901,26,117
"Montmorency County, Michigan",125600,46345,9261,26,119
"Muskegon County, Michigan",162300,61347,175947,26,121
"Newaygo County, Michigan",165000,59065,50130,26,123
"Oakland County, Michigan",302800,92620,1272264,26,125
"Oceana County, Michigan",151700,60691,26707,26,127
"Ogemaw County, Michigan",125300,50377,20820,26,129
"Ontonagon County, Michigan",89700,48316,5862,26,131
"Osceola County, Michigan",128200,54875,23022,26,133
"Oscoda County, Michigan",122500,48692,8264,26,135
"Otsego County, Michigan",178400,62865,25221,26,137
"Ottawa County, Michigan",269200,83932,296183,26,139
"Presque Isle County, Michigan",124800,55986,13083,26,141
"Roscommon County, Michigan",133400,49898,23556,26,143
"Saginaw County, Michigan",131100,56579,189821,26,145
"St. Clair County, Michigan",197300,66887,160257,26,147
"St. Joseph County, Michigan",152800,62281,60887,26,149
"Sanilac County, Michigan",149300,55740,40759,26,151
"Schoolcraft County, Michigan",129100,55071,8062,26,153
"Shiawassee County, Michigan",151900,62498,68124,26,155
"Tuscola County, Michigan",127200,59815,53218,26,157
"Van Buren County, Michigan",172100,65531,75636,26,159
"Washtenaw County, Michigan",336300,84245,370231,26,161
"Wayne County, Michigan",158600,57223,1781641,26,163
"Wexford County, Michigan",146100,58652,33766,26,165
"Aitkin County, Minnesota",222100,56406,15859,27,001
"Anoka County, Minnesota",302300,95782,363985,27,003
"Becker County, Minnesota",249600,68683,35202,27,005
"Beltrami County, Minnesota",203900,62173,46274,27,007
"Benton County, Minnesota",229300,70346,41300,27,009
"Big Stone County, Minnesota",115000,63024,5161,27,011
"Blue Earth County, Minnesota",239200,70906,69022,27,013
"Brown County, Minnesota",165200,67038,25880,27,015
"Carlton County, Minnesota",218000,74660,36362,27,017
"Carver County, Minnesota",400500,116308,107216,27,019
"Cass County, Minnesota",241000,61970,30288,27,021
"Chippewa County, Minnesota",138900,62112,12466,27,023
"Chisago County, Minnesota",299800,97446,56927,27,025
"Clay County, Minnesota",241400,75006,65307,27,027
"Clearwater County, Minnesota",161800,62723,8541,27,029
"Cook County, Minnesota",289500,71937,5611,27,031
"Cottonwood County, Minnesota",141600,63586,11481,27,033
"Crow Wing County, Minnesota",245200,65975,66558,27,035
"Dakota County, Minnesota",341200,101360,439179,27,037
"Dodge County, Minnesota",245800,92890,20893,27,039
"Douglas County, Minnesota",277800,72472,39081,27,041
"Faribault County, Minnesota",116000,64000,13931,27,043
"Fillmore County, Minnesota",196200,73234,21251,27,045
"Freeborn County, Minnesota",154700,65679,30857,27,047
"Goodhue County, Minnesota",254500,78338,47697,27,049
"Grant County, Minnesota",161100,67600,6091,27,051
"Hennepin County, Minnesota",358000,92595,1270787,27,053
"Houston County, Minnesota",216400,71580,18826,27,055
"Hubbard County, Minnesota",245500,67197,21479,27,057
"Isanti County, Minnesota",262500,84063,41257,27,059
"Itasca County, Minnesota",198500,63962,45054,27,061
"Jackson County, Minnesota",140500,68368,9990,27,063
"Kanabec County, Minnesota",205400,68995,16145,27,065
"Kandiyohi County, Minnesota",214600,73285,43686,27,067
"Kittson County, Minnesota",122100,66000,4191,27,069
"Koochiching County, Minnesota",132200,59779,12072,27,071
"Lac qui Parle County, Minnesota",127300,66967,6736,27,073
"Lake County, Minnesota",200900,73860,10915,27,075
"Lake of the Woods County, Minnesota",204300,61667,3786,27,077
"Le Sueur County, Minnesota",271900,87180,28795,27,079
"Lincoln County, Minnesota",139500,64750,5630,27,081
"Lyon County, Minnesota",177600,68919,25352,27,083
"McLeod County, Minnesota",214300,73296,36727,27,085
"Mahnomen County, Minnesota",132900,52739,5389,27,087
"Marshall County, Minnesota",140900,69396,9017,27,089
"Martin County, Minnesota",148100,61674,19960,27,091
"Meeker County, Minnesota",216800,75926,23352,27,093
"Mille Lacs County, Minnesota",221300,68088,26680,27,095
"Morrison County, Minnesota",220600,66264,34023,27,097
"Mower County, Minnesota",158000,66972,40082,27,099
"Murray County, Minnesota",163500,71500,8170,27,101
"Nicollet County, Minnesota",240700,79113,34380,27,103
"Nobles County, Minnesota",161000,62973,22194,27,105
"Norman County, Minnesota",129300,65278,6457,27,107
"Olmsted County, Minnesota",285600,90420,162307,27,109
"Otter Tail County, Minnesota",234200,67990,60072,27,111
"Pennington County, Minnesota",173800,71504,13995,27,113
"Pine County, Minnesota",207100,65059,29090,27,115
"Pipestone County, Minnesota",126500,68341,9380,27,117
"Polk County, Minnesota",204600,69540,31128,27,119
"Pope County, Minnesota",225900,71212,11312,27,121
"Ramsey County, Minnesota",289300,78108,547202,27,123
"Red Lake County, Minnesota",150700,73889,3912,27,125
"Redwood County, Minnesota",138700,65617,15428,27,127
"Renville County, Minnesota",138200,66313,14707,27,129
"Rice County, Minnesota",279700,78214,67152,27,131
"Rock County, Minnesota",189100,75060,9659,27,133
"Roseau County, Minnesota",164200,70122,15294,27,135
"St. Louis County, Minnesota",192900,66491,200122,27,137
"Scott County, Minnesota",376000,118268,151347,27,139
"Sherburne County, Minnesota",306000,99431,97820,27,141
"Sibley County, Minnesota",196600,74781,14950,27,143
"Stearns County, Minnesota",241100,73105,158622,27,145
"Steele County, Minnesota",217100,79722,37396,27,147
"Stevens County, Minnesota",170700,69737,9682,27,149
"Swift County, Minnesota",132400,58362,9806,27,151
"Todd County, Minnesota",173200,63216,25277,27,153
"Traverse County, Minnesota",109300,63456,3345,27,155
"Wabasha County, Minnesota",230400,75063,21460,27,157
"Wadena County, Minnesota",163400,54747,14108,27,159
"Waseca County, Minnesota",191800,71856,18953,27,161
"Washington County, Minnesota",379300,110828,268651,27,163
"Watonwan County, Minnesota",119200,65197,11205,27,165
"Wilkin County, Minnesota",169100,67114,6454,27,167
"Winona County, Minnesota",203500,66162,49792,27,169
"Wright County, Minnesota",310900,102980,142543,27,171
"Yellow Medicine County, Minnesota",145400,70605,9569,27,173
"Adams County, Mississippi",99300,37271,29425,28,001
"Alcorn County, Mississippi",125800,47716,34717,28,003
"Amite County, Mississippi",91400,34866,12683,28,005
"Attala County, Mississippi",99100,42680,17842,28,007
"Benton County, Mississippi",96200,38750,7637,28,009
"Bolivar County, Mississippi",118200,37845,30688,28,011
"Calhoun County, Mississippi",82900,44505,13193,28,013
"Carroll County, Mississippi",103700,42285,9930,28,015
"Chickasaw County, Mississippi",88000,40224,17024,28,017
"Choctaw County, Mississippi",104200,41887,8208,28,019
"Claiborne County, Mississippi",78500,34282,9044,28,021
"Clarke County, Mississippi",99300,46329,15553,28,023
"Clay County, Mississippi",110600,37412,18598,28,025
"Coahoma County, Mississippi",84400,36075,21264,28,027
"Copiah County, Mississippi",93600,46889,28210,28,029
"Covington County, Mississippi",76700,40164,18323,28,031
"DeSoto County, Mississippi",227600,79666,186214,28,033
"Forrest County, Mississippi",144000,49340,77917,28,035
"Franklin County, Mississippi",96200,43942,7690,28,037
"George County, Mississippi",157200,51349,24547,28,039
"Greene County, Mississippi",97500,50000,13672,28,041
"Grenada County, Mississippi",130100,45745,21474,28,043
"Hancock County, Mississippi",197400,63623,46010,28,045
"Harrison County, Mississippi",185000,55211,208748,28,047
"Hinds County, Mississippi",141600,48596,226541,28,049
"Holmes County, Mississippi",73900,28818,16848,28,051
"Humphreys County, Mississippi",79900,31907,7744,28,053
"Issaquena County, Mississippi",96300,17900,1206,28,055
"Itawamba County, Mississippi",114300,57252,23888,28,057
"Jackson County, Mississippi",161700,60045,143721,28,059
"Jasper County, Mississippi",110400,43914,16320,28,061
"Jefferson County, Mississippi",76400,31544,7207,28,063
"Jefferson Davis County, Mississippi",87800,36473,11291,28,065
"Jones County, Mississippi",120100,49451,67152,28,067
"Kemper County, Mississippi",89300,42947,8980,28,069
"Lafayette County, Mississippi",242800,59748,56172,28,071
"Lamar County, Mississippi",209700,67972,64425,28,073
"Lauderdale County, Mississippi",121900,45649,72741,28,075
"Lawrence County, Mississippi",104300,41096,11933,28,077
"Leake County, Mississippi",98800,46669,21335,28,079
"Lee County, Mississippi",172900,64479,83343,28,081
"Leflore County, Mississippi",95100,33115,27920,28,083
"Lincoln County, Mississippi",128100,47069,34855,28,085
"Lowndes County, Mississippi",155300,53687,58547,28,087
"Madison County, Mississippi",264700,79105,109257,28,089
"Marion County, Mississippi",104100,38399,24362,28,091
"Marshall County, Mississippi",150400,51431,33980,28,093
"Monroe County, Mississippi",109500,51190,34168,28,095
"Montgomery County, Mississippi",97100,36845,9803,28,097
"Neshoba County, Mississippi",94300,47400,28970,28,099
"Newton County, Mississippi",100800,49160,21275,28,101
"Noxubee County, Mississippi",85000,42298,10261,28,103
"Oktibbeha County, Mississippi",211200,42953,51388,28,105
"Panola County, Mississippi",115800,47894,33157,28,107
"Pearl River County, Mississippi",167700,54220,56351,28,109
"Perry County, Mississippi",126400,48333,11511,28,111
"Pike County, Mississippi",115900,40131,40098,28,113
"Pontotoc County, Mississippi",136700,54414,31202,28,115
"Prentiss County, Mississippi",112200,51578,24945,28,117
"Quitman County, Mississippi",65500,31192,6113,28,119
"Rankin County, Mississippi",203300,76460,157185,28,121
"Scott County, Mississippi",81300,44968,27943,28,123
"Sharkey County, Mississippi",88100,41000,3910,28,125
"Simpson County, Mississippi",104600,50867,25889,28,127
"Smith County, Mississippi",120200,51983,14310,28,129
"Stone County, Mississippi",164400,55894,18360,28,131
"Sunflower County, Mississippi",103800,37403,25867,28,133
"Tallahatchie County, Mississippi",83400,35428,12621,28,135
"Tate County, Mississippi",163700,61286,28094,28,137
"Tippah County, Mississippi",117100,47968,21769,28,139
"Tishomingo County, Mississippi",123100,45545,18837,28,141
"Tunica County, Mississippi",150800,41676,9787,28,143
"Union County, Mississippi",144900,55970,27880,28,145
"Walthall County, Mississippi",113800,37145,13888,28,147
"Warren County, Mississippi",142100,54117,44341,28,149
"Washington County, Mississippi",93000,38394,44604,28,151
"Wayne County, Mississippi",89100,34875,19760,28,153
"Webster County, Mississippi",107700,55657,9942,28,155
"Wilkinson County, Mississippi",78500,34928,8531,28,157
"Winston County, Mississippi",110100,45516,17741,28,159
"Yalobusha County, Mississippi",94100,47006,12499,28,161
"Yazoo County, Mississippi",117800,41867,27467,28,163
"Adair County, Missouri",146700,51020,25299,29,001
"Andrew County, Missouri",175300,68774,18069,29,003
"Atchison County, Missouri",96100,58521,5270,29,005
"Audrain County, Missouri",112300,51745,24873,29,007
"Barry County, Missouri",159000,55592,34701,29,009
"Barton County, Missouri",115600,48105,11683,29,011
"Bates County, Missouri",151300,54122,16101,29,013
"Benton County, Missouri",154700,50229,19616,29,015
"Bollinger County, Missouri",123500,52306,10658,29,017
"Boone County, Missouri",237600,66564,184043,29,019
"Buchanan County, Missouri",149600,58303,84544,29,021
"Butler County, Missouri",132600,47245,42280,29,023
"Caldwell County, Missouri",143300,58269,8876,29,025
"Callaway County, Missouri",184300,70599,44517,29,027
"Camden County, Missouri",248700,59834,43227,29,029
"Cape Girardeau County, Missouri",194200,65070,81703,29,031
"Carroll County, Missouri",105500,59101,8513,29,033
"Carter County, Missouri",181100,45737,5299,29,035
"Cass County, Missouri",242300,82473,108205,29,037
"Cedar County, Missouri",152700,43589,14314,29,039
"Chariton County, Missouri",121000,61910,7417,29,041
"Christian County, Missouri",229200,75787,89568,29,043
"Clark County, Missouri",124600,53362,6693,29,045
"Clay County, Missouri",237200,82264,253085,29,047
"Clinton County, Missouri",187200,66494,21155,29,049
"Cole County, Missouri",198900,70667,76890,29,051
"Cooper County, Missouri",168200,62239,16893,29,053
"Crawford County, Missouri",156500,52367,23023,29,055
"Dade County, Missouri",137400,46806,7598,29,057
"Dallas County, Missouri",139400,46547,17158,29,059
"Daviess County, Missouri",133400,59706,8418,29,061
"DeKalb County, Missouri",160300,67910,11838,29,063
"Dent County, Missouri",123300,51410,14509,29,065
"Douglas County, Missouri",148900,47848,11803,29,067
"Dunklin County, Missouri",93300,44868,28174,29,069
"Franklin County, Missouri",201700,70111,104858,29,071
"Gasconade County, Missouri",159100,62638,14801,29,073
"Gentry County, Missouri",115400,53799,6219,29,075
"Greene County, Missouri",182800,54968,299188,29,077
"Grundy County, Missouri",111300,51045,9878,29,079
"Harrison County, Missouri",95900,51809,8190,29,081
"Henry County, Missouri",153600,54903,22064,29,083
"Hickory County, Missouri",108900,33302,8452,29,085
"Holt County, Missouri",115500,55153,4274,29,087
"Howard County, Missouri",140900,59023,10142,29,089
"Howell County, Missouri",141600,46401,39960,29,091
"Iron County, Missouri",109400,53401,9538,29,093
"Jackson County, Missouri",196900,65169,715526,29,095
"Jasper County, Missouri",147500,54963,122788,29,097
"Jefferson County, Missouri",202500,77217,226984,29,099
"Johnson County, Missouri",206600,62503,54025,29,101
"Knox County, Missouri",89000,49167,3772,29,103
"Laclede County, Missouri",151800,49202,36060,29,105
"Lafayette County, Missouri",187000,78397,32858,29,107
"Lawrence County, Missouri",145800,52225,38231,29,109
"Lewis County, Missouri",104500,49779,9987,29,111
"Lincoln County, Missouri",206800,82543,60172,29,113
"Linn County, Missouri",107600,58435,11892,29,115
"Livingston County, Missouri",139700,58772,14402,29,117
"McDonald County, Missouri",117200,46494,23381,29,119
"Macon County, Missouri",115900,54113,15173,29,121
"Madison County, Missouri",127300,54042,12649,29,123
"Maries County, Missouri",197400,56491,8454,29,125
"Marion County, Missouri",150900,62492,28525,29,127
"Mercer County, Missouri",104800,55592,3517,29,129
"Miller County, Missouri",164900,53490,24855,29,131
"Mississippi County, Missouri",92600,40833,12305,29,133
"Moniteau County, Missouri",162100,66792,15401,29,135
"Monroe County, Missouri",136600,50245,8668,29,137
"Montgomery County, Missouri",162200,58660,11421,29,139
"Morgan County, Missouri",174500,48841,21169,29,141
"New Madrid County, Missouri",93400,44092,16341,29,143
"Newton County, Missouri",162900,60313,59019,29,145
"Nodaway County, Missouri",157200,53917,21140,29,147
"Oregon County, Missouri",115700,41365,8783,29,149
"Osage County, Missouri",183000,70313,13374,29,151
"Ozark County, Missouri",142600,39125,8688,29,153
"Pemiscot County, Missouri",94900,37426,15555,29,155
"Perry County, Missouri",179900,61486,18970,29,157
"Pettis County, Missouri",150000,57581,43059,29,159
"Phelps County, Missouri",174100,53242,44843,29,161
"Pike County, Missouri",114100,53363,17719,29,163
"Platte County, Missouri",288100,92543,107033,29,165
"Polk County, Missouri",171700,54487,31877,29,167
"Pulaski County, Missouri",177400,62541,53726,29,169
"Putnam County, Missouri",99600,50950,4698,29,171
"Ralls County, Missouri",144300,62615,10356,29,173
"Randolph County, Missouri",131200,51480,24652,29,175
"Ray County, Missouri",169200,69779,23122,29,177
"Reynolds County, Missouri",105300,43856,6102,29,179
"Ripley County, Missouri",103700,42541,10839,29,181
"St. Charles County, Missouri",278300,99596,406262,29,183
"St. Clair County, Missouri",126500,43483,9330,29,185
"Ste. Genevieve County, Missouri",197600,61215,18494,29,186
"St. Francois County, Missouri",141700,53083,66814,29,187
"St. Louis County, Missouri",249400,78067,999703,29,189
"Saline County, Missouri",129600,55396,23219,29,195
"Schuyler County, Missouri",106200,53728,4066,29,197
"Scotland County, Missouri",136500,58656,4720,29,199
"Scott County, Missouri",132800,54621,38055,29,201
"Shannon County, Missouri",141600,46767,7132,29,203
"Shelby County, Missouri",85900,50387,6049,29,205
"Stoddard County, Missouri",123000,51703,28656,29,207
"Stone County, Missouri",220400,58392,31314,29,209
"Sullivan County, Missouri",91400,53438,5983,29,211
"Taney County, Missouri",175100,54467,56202,29,213
"Texas County, Missouri",120800,42870,24828,29,215
"Vernon County, Missouri",127800,53318,19777,29,217
"Warren County, Missouri",227000,75531,35729,29,219
"Washington County, Missouri",112300,49364,23580,29,221
"Wayne County, Missouri",110000,42758,11081,29,223
"Webster County, Missouri",185100,65103,39265,29,225
"Worth County, Missouri",88100,43536,1982,29,227
"Wright County, Missouri",141600,43573,18475,29,229
"St. Louis city, Missouri",174100,52941,298018,29,510
"Beaverhead County, Montana",278300,55867,9469,30,001
"Big Horn County, Montana",159700,52463,13090,30,003
"Blaine County, Montana",119400,58507,7030,30,005
"Broadwater County, Montana",335700,61679,6977,30,007
"Carbon County, Montana",355600,66780,10645,30,009
"Carter County, Montana",140900,46486,1332,30,011
"Cascade County, Montana",227600,61351,84423,30,013
"Chouteau County, Montana",172000,51791,5897,30,015
"Custer County, Montana",201000,61114,11957,30,017
"Daniels County, Montana",162300,47378,1535,30,019
"Dawson County, Montana",197100,68168,8915,30,021
"Deer Lodge County, Montana",175700,46436,9435,30,023
"Fallon County, Montana",231300,79750,2941,30,025
"Fergus County, Montana",175800,58321,11496,30,027
"Flathead County, Montana",414200,68025,105950,30,029
"Gallatin County, Montana",526700,83434,119685,30,031
"Garfield County, Montana",164900,61786,976,30,033
"Glacier County, Montana",139400,41078,13781,30,035
"Golden Valley County, Montana",138900,54792,841,30,037
"Granite County, Montana",283300,53917,3368,30,039
"Hill County, Montana",183300,58427,16238,30,041
"Jefferson County, Montana",354700,73875,12273,30,043
"Judith Basin County, Montana",206000,58750,2039,30,045
"Lake County, Montana",337700,58009,31509,30,047
"Lewis and Clark County, Montana",332000,71967,71487,30,049
"Liberty County, Montana",118300,48047,1993,30,051
"Lincoln County, Montana",233400,44593,20157,30,053
"McCone County, Montana",186700,79022,1746,30,055
"Madison County, Montana",375200,61226,8742,30,057
"Meagher County, Montana",205900,55753,1948,30,059
"Mineral County, Montana",274700,56098,4652,30,061
"Missoula County, Montana",382400,66840,118541,30,063
"Musselshell County, Montana",222200,54875,4924,30,065
"Park County, Montana",399900,67602,17320,30,067
"Petroleum County, Montana",152600,57981,416,30,069
"Phillips County, Montana",178100,61250,4233,30,071
"Pondera County, Montana",172000,59861,5987,30,073
"Powder River County, Montana",167500,60313,1773,30,075
"Powell County, Montana",226600,60994,6998,30,077
"Prairie County, Montana",140600,44107,1283,30,079
"Ravalli County, Montana",378400,67424,44876,30,081
